web_scraper_order,web_scraper_start_url,type_vetements,price,adress,limg_link
"1765182105-133","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Pull-over enfant","15 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/pull-over-enfant-1121633"
"1765182105-134","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements","Prix sur demande","Point E, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-1120161"
"1765182105-135","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Maillots de bain","7 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/maillots-de-bain-1118621"
"1765182105-136","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Habits et accessoires d'enfants","Prix sur demande","Hann Bel-Air, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/habits-et-accessoires-denfants-1114952"
"1765182105-137","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfant","5 000CFA","Hann Bel-Air, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-1108134"
"1765182105-138","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements Enfant","Prix sur demande","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-1107993"
"1765182105-139","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Djellaba - enfant","5 000CFA","Touba, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfant-1091229"
"1765182105-140","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Ensemble enfant","15 000CFA","M'bour, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-1064667"
"1765182105-141","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Haut-enfant","6 000CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/haut-enfant-1061921"
"1765182105-142","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Pantalon enfant","8 000CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-enfant-1061915"
"1765182105-143","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Ensemble - enfant","8 000CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-1061900"
"1765182105-144","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Chemise-enfant","8 000CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/chemise-enfant-1061895"
"1765182105-145","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Chemise - enfant","8 000CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/chemise-enfant-1061891"
"1765182105-146","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Chemise - enfant","7 000CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/chemise-enfant-1061876"
"1765182105-147","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Chemise - enfant","7 000CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/chemise-enfant-1061871"
"1765182105-148","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Pantalon - enfant","8 000CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-enfant-1061864"
"1765182105-149","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robe enfant","8 000CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-1061840"
"1765182105-150","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","T-shirt - enfant","5 000CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/t-shirt-enfant-1061821"
"1765182105-151","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Ensemble enfant","10 000CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-1061814"
"1765182105-152","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Ensemble enfant","10 000CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-1061809"
"1765182105-153","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Tenue enfant","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/tenue-enfant-1051730"
"1765182105-154","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Tenue enfant","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/tenue-enfant-1051726"
"1765182105-155","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfant","2 500CFA","Pikine, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-1051629"
"1765182105-156","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfants","3 500CFA","Pikine, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-1051591"
"1765182105-157","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfant","3 500CFA","Pikine, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-1051586"
"1765182105-158","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Habillement","Prix sur demande","Guédiawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/habillement-1043364"
"1765182105-159","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Habillement","Prix sur demande","Guédiawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/habillement-1043343"
"1765182105-160","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Jupe fille","Prix sur demande","Guédiawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/jupe-fille-1043341"
"1765182105-161","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Jupe","Prix sur demande","Guédiawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/jupe-1043337"
"1765182105-162","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfant","Prix sur demande","Guédiawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-1043333"
"1765182105-163","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Jupe","3 000CFA","Guédiawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/jupe-1043331"
"1765182105-164","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Habillement","3 000CFA","Guédiawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/habillement-1043326"
"1765182105-165","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Chemise","12 000CFA","Dakar-Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/chemise-1035457"
"1765182105-166","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Chaussures filles et garçons","25 000CFA","Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/chaussures-filles-et-garcons-1029318"
"1765182105-167","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Lange bébé 5 pièces","8 500CFA","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/lange-bebe-5-pieces-1027288"
"1765182105-168","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robes","1 250CFA","Grand Dakar, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robes-1021961"
"1765182105-169","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Pull-over mauve","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/pull-over-mauve-1020573"
"1765182105-170","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Jeans enfants - 3 à 16 ans","Prix sur demande","Les Parcelles Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/jeans-enfants-3-a-16-ans-1016980"
"1765182105-171","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Chemises pour enfants","Prix sur demande","Les Parcelles Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/chemises-pour-enfants-1016979"
"1765182105-172","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements Enfants","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-1016977"
"1765182105-173","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Ensemble bébé","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-bebe-1005538"
"1765182105-174","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Ensemble bébé","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-bebe-1005527"
"1765182105-175","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Ensemble petits et grands","15 000CFA","M'bour, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-petits-et-grands-988554"
"1765182105-176","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Blouson enfants","Prix sur demande","Fann, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/blouson-enfants-976941"
"1765182105-177","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Blouson enfant","Prix sur demande","Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/blouson-enfant-976936"
"1765182105-178","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robe bébé - 1 an","25 000CFA","Pikine, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-bebe-1-an-971896"
"1765182105-179","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robe classe","5 000CFA","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-classe-961269"
"1765182105-180","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robe pour enfant","7 000CFA","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-pour-enfant-961263"
"1765182105-181","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Blousons enfants","Prix sur demande","Médina, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/blousons-enfants-930549"
"1765182105-182","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Pull pour maman et bébé","Prix sur demande","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/pull-pour-maman-et-bebe-929824"
"1765182105-183","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfants","Prix sur demande","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-929222"
"1765182105-184","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfants","Prix sur demande","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-929221"
"1765182105-185","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements Enfant","Prix sur demande","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-929220"
"1765182105-186","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfants","12 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-918132"
"1765182105-187","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfants","10 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-918128"
"1765182105-188","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfants","10 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-918127"
"1765182105-189","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfants","21 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-918122"
"1765182105-190","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Blouson enfant","16 000CFA","Médina, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/blouson-enfant-915850"
"1765182105-191","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfant","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-902731"
"1765182105-192","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Langes bébé","7 000CFA","Patte d'Oie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/langes-bebe-902542"
"1765182105-193","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Gigoteuse","10 000CFA","Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/gigoteuse-894885"
"1765182105-194","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Blouson enfant","Prix sur demande","Médina, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/blouson-enfant-892154"
"1765182105-195","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robe enfant","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-889084"
"1765182105-196","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robe enfant","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-889080"
"1765182315-197","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Friperie","Prix sur demande","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-1398928"
"1765182315-198","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Friperie de luxe","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-de-luxe-1398921"
"1765182315-199","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Vêtement pour enfant","Prix sur demande","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-pour-enfant-1397293"
"1765182315-200","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Chemises enfant","Prix sur demande","Guédiawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/chemises-enfant-1393714"
"1765182315-201","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Blouson Enfant","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/blouson-enfant-1393205"
"1765182315-202","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Jogging enfant","Prix sur demande","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/jogging-enfant-1382782"
"1765182315-203","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Blousons enfant","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/blousons-enfant-1379507"
"1765182315-204","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Habits pour enfant","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/habits-pour-enfant-1379428"
